"Probe_Set_ID"	"AT_number"	"Description"	"CO2_pvalue"	"Dev_pvalue"	"CO2byDev_pvalue"	"percentchangeco2_primordia"	"percentchangeco2_expanding"	"percentchangeco2_fullexpand"	"Kmeans_cluster"	"mapman_bin"	"mapman_bin2"	"mapman_bin3"
"254211_at"	"At4g23570"	"protein.postranslational modification"	6e-04	9.999e-05	0.0581	7.00293657459421	33.0478555422208	57.1320793792854	6	"29.4"	NA	NA
"254216_at"	"At4g23710"	"transport.p- and v-ATPases"	0.7051	9.999e-05	0.0277	-13.280148036175	5.69557614396734	5.19888568492751	4	"34.1"	NA	NA
"254218_at"	"At4g23740"	"signalling.receptor kinases.leucine rich repeat III"	0.0073	9.999e-05	0.0522	3.1277723781062	-22.6717067144075	-25.8519732773627	7	"30.2.3"	NA	NA
"254221_at"	"At4g23820"	"cell wall.degradation.pectate lyases and polygalacturonases"	0.0221	9.999e-05	0.0585	-0.01691360454831	-5.08934218465437	-16.8232064384211	4	"10.6.3"	NA	NA
"254224_at"	"At4g23650"	"signalling.calcium"	0.1421	0.9606	0.0232	-4.12618198580647	2.84899702991185	12.2620328230589	6	"30.3"	NA	NA
"254228_at"	"At4g23620"	"protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L35"	0.6431	9.999e-05	0.018	6.7862195986609	-20.0998837721809	27.1303399349157	7	"29.2.1.1.3.2.35"	NA	NA
"254233_at"	"At4g23800"	"RNA.regulation of transcription.Nucleosome/chromatin assembly factor group"	0.0095	9.999e-05	0.0414	1.82720217024197	-38.235455055991	-15.3748321647024	7	"27.3.62"	NA	NA
"254239_at"	"At4g23400"	"transport.Major Intrinsic Proteins.PIP"	0.0204	9.999e-05	0.0037	-14.5764988968059	12.4109087429129	-21.314205888674	4	"34.19.1"	NA	NA
"254248_at"	"At4g23270"	"signalling.receptor kinases.DUF 26"	0.0191	9.999e-05	0.9882	28.4711036660009	31.7633748129198	26.9157027579378	4	"30.2.17"	NA	NA
"254256_at"	"At4g23180"	"signalling.receptor kinases.DUF 26"	0.0103	9.999e-05	0.7376	25.1561990807853	16.3331371627413	35.5975567810476	4	"30.2.17"	NA	NA
"254259_s_at"	"At4g23420"	"misc.short chain dehydrogenase/reductase (SDR)"	0.001	0.1458	0.0734	-3.09864234580219	-27.4712894099108	-23.1823599993997	1	"26.22"	NA	NA
"254261_at"	"At4g23460"	"cell.vesicle transport"	0.0312	7e-04	0.9914	15.6463186314292	17.6801064422407	15.4021597321555	4	"31.4"	NA	NA
"254262_at"	"At4g23480"	"not assigned.no ontology.hydroxyproline rich proteins"	0.008	9.999e-05	0.0336	2.0508608394458	11.9805523034392	50.8270545969774	4	"35.1.41"	NA	NA
"254267_at"	"At4g22930"	"nucleotide metabolism.synthesis.pyrimidine.dihydroorotase"	0.0107	0.003	0.0403	3.74044177897104	-22.7588464699168	-14.1199750963334	5	"23.1.1.3"	NA	NA
"254273_at"	"At4g22720"	"protein.degradation"	0.7341	9.999e-05	0.0086	5.45740373182815	-12.8290318294712	6.09280768371676	7	"29.5"	NA	NA
"254276_at"	"At4g22820"	"RNA.regulation of transcription.unclassified"	0.2061	9.999e-05	0.0241	-2.93457675029773	-6.49202886480503	39.7918455794996	3	"27.3.99"	NA	NA
"254291_at"	"At4g23010"	"transport.NDP-sugars at the ER"	0.0069	9.999e-05	0.27	9.45748346709559	10.6742293634225	30.4432904797336	4	"34.11"	NA	NA
"254303_at"	"At4g22830"	"not assigned.unknown"	0.3722	9.999e-05	0.033	21.2370055144503	-16.7130215988851	-16.5974798263992	4	"35.2"	NA	NA
"254304_at"	"At4g22270"	"not assigned.unknown"	0.0029	0.252	0.3727	-24.7707650090355	-13.8458870128508	-11.0731921430923	3	"35.2"	NA	NA
"254321_at"	"At4g22590"	"not assigned.unknown"	0.0436	0.0468	0.0245	-8.2531758695605	14.4065188533212	48.5718140756145	3	"35.2"	"3.2.2"	NA
"254331_s_at"	"At4g22710"	"misc.cytochrome P450"	0.0041	9.999e-05	0.0143	-4.83734964239271	30.7563427391776	20.7355248954724	4	"26.10"	NA	NA
"254335_at"	"At4g22260"	"PS.lightreaction.cyclic electron flow-chlororespiration"	0.0083	9.999e-05	0.1148	10.0897941150897	27.2634869948822	2.07734980699929	4	"1.1.40"	NA	NA
"254340_at"	"At4g22120"	"stress.abiotic.drought/salt"	0.0453	9.999e-05	0.311	0.101188970402225	-24.4652430433477	-23.4939553724883	7	"20.2.3"	NA	NA
"254343_at"	"At4g21990"	"S-assimilation.APR"	0.0078	9.999e-05	0.1204	28.5260885681876	9.85343653995063	96.2284731342663	4	"14.2"	NA	NA
"254348_at"	"At4g22150"	"protein.degradation"	0.0287	9.999e-05	0.0207	-7.01831328979967	18.5857514638907	19.0113247411322	6	"29.5"	NA	NA
"254356_at"	"At4g22190"	"not assigned.unknown"	0.0046	9.999e-05	0.8655	-10.6131286927786	-14.54273057548	-15.0594084163149	7	"35.2"	NA	NA
"254369_at"	"At4g21720"	"not assigned.unknown"	0.1228	9.999e-05	0.0257	24.4805262608332	15.7051632482396	-11.34401972873	5	"35.2"	NA	NA
"254372_at"	"At4g21620"	"not assigned.no ontology.glycine rich proteins"	0.7703	9.999e-05	0.0092	-11.2461971023277	6.10178692922434	8.70987529105065	7	"35.1.40"	NA	NA
"254375_at"	"At4g21800"	"cell.division"	0.0313	8e-04	0.1094	-2.55590978415283	15.0801717733311	22.6924580446917	7	"31.2"	NA	NA
"254388_at"	"At4g21860"	"not assigned.no ontology"	0.0036	9.999e-05	0.0173	2.20700814346348	-10.7793225152894	-11.9865410090318	4	"35.1"	NA	NA
"254389_s_at"	"At4g21910"	"transport.misc"	0.0345	9.999e-05	0.2114	1.82712146251835	33.3789401452563	10.6026666198531	4	"34.99"	NA	NA
"254393_at"	"At4g21580"	"misc.misc2"	0.0912	9.999e-05	0.0272	-8.9033045330435	12.6650161142742	24.1753265043501	4	"26.1"	NA	NA
"254399_at"	"At4g21110"	"not assigned.no ontology"	0.1631	9.999e-05	0.0196	-2.85228454363447	-9.4407418405451	4.84346866440799	7	"35.1"	NA	NA
"254427_at"	"At4g21190"	"not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"	0.0046	0.0051	0.0705	0.37296658436931	-21.3698049762374	-25.2978129431082	1	"35.1.5"	NA	NA
"254432_at"	"At4g20830"	"misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	2e-04	9.999e-05	0.7153	85.7113150400072	48.9036680011188	81.3178295862988	4	"26.8"	NA	NA
"254448_at"	"At4g20870"	"lipid metabolism.''exotics'' (steroids, squalene etc).sphingolipids"	0.0131	9.999e-05	0.0213	-4.22340521450694	-0.753018807608781	-25.1079568568579	4	"11.8.1"	NA	NA
"254449_at"	"At4g20910"	"RNA.processing.siRNA methyltransferase"	0.0838	9.999e-05	0.0318	7.78457135939767	-8.45464035311234	43.6521811695492	7	"27.1.21"	NA	NA
"254452_at"	"At4g21100"	"stress.abiotic.light"	0.2341	9.999e-05	0.022	2.88375027463996	-22.5847553559488	6.72287363816988	7	"20.2.5"	NA	NA
"254462_at"	"At4g20150"	"not assigned.unknown"	0.1258	0.0037	0.0407	-8.56308460390492	-7.91602469843437	5.55553997942081	5	"35.2"	NA	NA
"254475_at"	"At4g20440"	"RNA.processing"	0.1844	9.999e-05	0.0084	1.79275772836415	-30.1691138315979	12.2619401975376	7	"27.1"	NA	NA
"254484_at"	"At4g20750"	"not assigned.unknown"	0.0317	0.0019	0.3898	-4.67670635339094	-29.8853593482341	-19.2368678063051	4	"35.2"	NA	NA
"254485_at"	"At4g20760"	"misc.short chain dehydrogenase/reductase (SDR)"	0.0196	9.999e-05	0.5716	-5.79869365127171	-13.9429096802694	-16.6259038750078	4	"26.22"	NA	NA
"254493_at"	"At4g20020"	"not assigned.unknown"	0.5688	9.999e-05	0.0177	5.90446662043413	-26.2834252265303	15.8124518863225	7	"35.2"	NA	NA
"254508_at"	"At4g20170"	"not assigned.unknown"	0.3787	9.999e-05	0.0333	-9.42534926780004	16.0185771691518	4.48928983246287	4	"35.2"	NA	NA
"254533_at"	"At4g19670"	"protein.degradation.ubiquitin.E3.RING"	0.0495	9.999e-05	0.6005	6.55132041686383	21.5113448981295	8.78354680241394	4	"29.5.11.4.2"	NA	NA
"254535_at"	"At4g19710"	"amino acid metabolism.synthesis.aspartate family.misc.homoserine.bifunctional aspartate kinase/homoserine dehydrogenase"	0.0464	9.999e-05	0.065	7.71194610385208	-20.4416679986428	-18.0942961220718	5	"13.1.3.6.1.10"	NA	NA
"254543_at"	"At4g19810"	"stress.biotic"	0.9066	9.999e-05	3e-04	10.0516141061606	-42.0301197050168	52.7005715882701	7	"20.1"	NA	NA
"254549_at"	"At4g19880"	"misc.glutathione S transferases"	0.0201	9.999e-05	0.0714	-4.66026684792078	26.5190749931674	30.377169066414	4	"26.9"	NA	NA
"254559_at"	"At4g19200"	"not assigned.no ontology.proline rich family"	0.0086	9.999e-05	0.0315	-3.22955476041168	21.867945761689	46.9720623557365	4	"35.1.42"	NA	NA
"254561_at"	"At4g19160"	"not assigned.unknown"	0.017	9.999e-05	0.0017	2.86637355319855	-0.618585856095073	-25.0064816214669	4	"35.2"	NA	NA
"254576_at"	"At4g19350"	"not assigned.unknown"	0.0135	0.7627	0.5078	-5.38332089094095	-15.8059748431743	-16.0454613907491	1	"35.2"	NA	NA
"254592_at"	"At4g18880"	"stress.abiotic.heat"	0.0032	9.999e-05	0.5371	15.9205708187734	35.8081390602465	40.2653741960452	4	"20.2.1"	NA	NA
"254594_at"	"At4g18930"	"not assigned.no ontology"	0.0156	9.999e-05	0.1709	-0.118480036113908	23.6405194261362	18.8100665203477	4	"35.1"	NA	NA
"254609_at"	"At4g18970"	"misc.GDSL-motif lipase"	0.0307	9.999e-05	0.2709	-8.09762608975325	-17.8142543730528	-39.5917694918554	5	"26.28"	NA	NA
"254615_at"	"At4g19210"	"RNA.transcription"	0.0065	9.999e-05	0.0382	1.96521195494845	-17.8883882348167	-10.8774055411602	7	"27.2"	NA	NA
"254616_at"	"At4g18710"	"hormone metabolism.brassinosteroid.signal transduction.BRI"	0.0194	9.999e-05	0.0623	-0.691424726879533	-5.26047270210448	-18.2742725241886	4	"17.3.2.1"	NA	NA
"254617_s_at"	"At4g18730"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L16"	0.1673	9.999e-05	0.0021	0.866836935031331	-17.8883956183916	7.94002178992547	7	"29.2.1.2.2.16"	"29.2.1.2.2.11"	NA
"254633_at"	"At4g18640"	"signalling.receptor kinases.leucine rich repeat VI"	0.0192	9.999e-05	0.1835	-7.59833490482523	-21.8120225027722	-45.6359466100162	5	"30.2.6"	NA	NA
"254639_at"	"At4g18750"	"not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"	0.0853	9.999e-05	0.0427	9.34666556763413	-31.9422846646908	-7.66992363055554	7	"35.1.5"	NA	NA
"254643_at"	"At4g18820"	"DNA.synthesis/chromatin structure"	0.0154	9.999e-05	0.0309	-2.52251940945402	-22.7937411611595	-1.26946793240833	5	"28.1"	NA	NA
"254645_at"	"At4g18520"	"not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"	0.2899	9.999e-05	0.0172	16.0575966375615	-24.0205157012994	-4.36110752574618	7	"35.1.5"	NA	NA
"254649_at"	"At4g18570"	"not assigned.no ontology.proline rich family"	0.0238	9.999e-05	0.3785	-2.58892034436268	-16.0715657331024	-16.0169902324341	7	"35.1.42"	NA	NA
"254654_at"	"At4g18040"	"protein.synthesis.initiation"	0.3501	9.999e-05	0.0404	2.831630451032	-7.70796653625169	15.6167338844759	7	"29.2.3"	NA	NA
"254676_at"	"At4g18460"	"RNA.regulation of transcription.Orphan family"	0.0231	9.999e-05	0.4204	-8.34613791536951	-19.2480895722647	-30.5407736097239	5	"27.3.34"	NA	NA
"254680_at"	"At4g18130"	"signalling.light"	0.0617	0.0041	0.0312	5.60009460162269	-20.7285544238174	-5.47094172973815	5	"30.11"	NA	NA
"254684_at"	"At4g13850"	"RNA.RNA binding"	0.1688	9.999e-05	0.0056	6.58766756883319	-22.0058137476088	3.36365126995084	7	"27.4"	NA	NA
"254688_at"	"At4g13830"	"stress.abiotic.heat"	0.1247	9.999e-05	0.0397	-18.7498784004109	17.017982955612	-22.1750342243601	4	"20.2.1"	NA	NA
"254690_at"	"At4g17830"	"protein.degradation"	0.0313	9.999e-05	0.1851	1.53461645449086	8.0832259633545	21.843973507931	4	"29.5"	NA	NA
"254694_at"	"At4g17900"	"not assigned.unknown"	0.0093	9.999e-05	0.1583	7.38431621166183	62.9319392398067	19.6575366690414	4	"35.2"	NA	NA
"254702_at"	"At4g17940"	"not assigned.unknown"	0.0294	9.999e-05	0.8942	6.87698435538036	11.1499554896359	7.66626904403148	4	"35.2"	NA	NA
"254704_at"	"At4g18020"	"RNA.regulation of transcription.Psudo ARR transcription factor family"	0.1262	0.0028	0.0061	20.0527939989555	-9.39948623504067	-33.7886324794485	5	"27.3.66"	NA	NA
"254715_at"	"At4g13550"	"lipid metabolism.lipid degradation.lipases.triacylglycerol lipase"	0.3429	9.999e-05	0.0376	4.9410787127965	3.94570444630176	-19.5914795276069	4	"11.9.2.1"	NA	NA
"254723_at"	"At4g13510"	"transport.ammonium"	0.0287	9.999e-05	0.2606	0.679184302695101	23.8639143891008	28.7110634220442	4	"34.5"	NA	NA
"254727_at"	"At4g13670"	"not assigned.no ontology"	0.0077	9.999e-05	0.627	-8.99530421863754	-9.97048940451263	-16.7105332725502	5	"35.1"	NA	NA
"254730_at"	"At4g13730"	"signalling.G-proteins"	0.4953	9.999e-05	0.0027	17.4006639354736	-6.13293029846655	-4.42584779145293	4	"30.5"	NA	NA
"254746_at"	"At4g12980"	"hormone metabolism.auxin.induced-regulated-responsive-activated"	0.0272	0.025	0.2505	-6.02171122590876	-19.5390113253917	-38.027942463862	5	"17.2.3"	NA	NA
"254752_at"	"At4g13160"	"not assigned.unknown"	0.5014	0.011	0.0425	-7.77056315988272	43.9809683305663	-11.9120695652174	2	"35.2"	NA	NA
"254761_at"	"At4g13195"	"not assigned.unknown"	0.0314	0.0153	0.9541	-17.9765655488821	-14.0789895371854	-14.2945587520541	4	"35.2"	NA	NA
"254776_at"	"At4g13360"	"lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase"	0.0056	9.999e-05	0.0691	-0.287285403587805	10.3004777132351	13.7344321747723	4	"11.9.4.3"	"13.2.6.3"	NA
"254781_at"	"At4g12840"	"not assigned.unknown"	0.0932	0.1108	0.0302	8.71917953804734	-6.32272193098912	-33.7439441320868	5	"35.2"	NA	NA
"254783_at"	"At4g12830"	"not assigned.no ontology"	0.0142	9.999e-05	0.7701	-13.177548418287	-15.1000864228421	-22.1354836999327	4	"35.1"	NA	NA
"254784_at"	"At4g12720"	"nucleotide metabolism.salvage.NUDIX hydrolases"	0.0037	9.999e-05	0.394	15.4896045530152	55.8477243324921	52.1344562970595	4	"23.3.3"	NA	NA
"254788_at"	"At4g12790"	"not assigned.no ontology"	0.0678	9.999e-05	0.0097	-7.12835150359186	12.5887047908095	10.9400198817044	7	"35.1"	NA	NA
"254790_at"	"At4g12800"	"PS.lightreaction.photosystem I.PSI polypeptide subunits"	0.0498	9.999e-05	0.1837	-1.39477143274426	-3.83912526735885	-14.1344509086124	4	"1.1.2.2"	NA	NA
"254798_at"	"At4g13050"	"lipid metabolism.FA synthesis and FA elongation.ACP thioesterase"	0.0282	9.999e-05	0.2453	0	-12.7699212892607	-10.8023231724305	5	"11.1.7"	NA	NA
"254806_at"	"At4g12430"	"minor CHO metabolism.trehalose.TPP"	0.0312	9.999e-05	0.2784	-1.56113618793486	-24.4480473823094	-14.4386560793133	5	"3.2.2"	"35.2"	NA
"254807_at"	"At4g12700"	"not assigned.unknown"	0.0221	9.999e-05	0.0978	2.29314281695761	-18.2946520920611	-29.8906890006327	7	"35.2"	NA	NA
"254814_at"	"At4g12340"	"not assigned.unknown"	0.0473	1e-04	0.4359	14.613492384184	10.2008752043022	1.83584765385023	2	"35.2"	NA	NA
"254817_at"	"At4g12460"	"cell.vesicle transport"	9e-04	4e-04	0.3683	-25.3549651803797	-10.3353450302874	-25.6002040219205	4	"31.4"	NA	NA
"254833_s_at"	"At4g12280"	"misc.oxidases - copper, flavone etc."	0.0014	9.999e-05	0.2075	10.8931222672395	54.9361308954105	34.1823391523902	4	"26.7"	NA	NA
"254845_at"	"At4g11820"	"secondary metabolism.isoprenoids.mevalonate pathway.HMG-CoA synthase"	0.033	9.999e-05	0.3969	-2.58893317577262	-20.3339632456065	-18.1360753636178	7	"16.1.2.2"	NA	NA
"254854_at"	"At4g12130"	"not assigned.no ontology"	0.0054	9.999e-05	0.0062	-12.4396984223255	-39.5454662977997	6.12909426418575	7	"35.1"	NA	NA
"254858_at"	"At4g12070"	"not assigned.unknown"	0.021	9.999e-05	0.1735	0.271218482028049	34.2246578447049	17.0340722969388	4	"35.2"	NA	NA
"254863_at"	"At4g11980"	"nucleotide metabolism.salvage.NUDIX hydrolases"	0.1607	9.999e-05	0.0231	8.44350573686286	-20.4235270216059	-2.82750504537134	5	"23.3.3"	NA	NA
"254873_at"	"At4g11420"	"protein.synthesis.initiation"	0.3546	9.999e-05	0.0182	8.18684003636476	-19.5754145147344	2.96212219532377	7	"29.2.3"	NA	NA
"254877_at"	"At4g11640"	"amino acid metabolism.synthesis.branched chain group.isoleucine specific"	0.0193	9.999e-05	0.7388	-9.04139567857473	-10.7389515190536	-16.6678696018285	5	"13.1.4.5"	NA	NA
"254894_at"	"At4g11840"	"lipid metabolism.lipid degradation.lysophospholipases.phospholipase D"	0.0017	1e-04	0.7464	26.5189983778328	48.33416098596	34.8651093652051	4	"11.9.3.1"	NA	NA
"254918_at"	"At4g11260"	"protein.postranslational modification"	0.0036	2e-04	0.4078	8.70068352155766	15.8616422034321	5.37712130521088	4	"29.4"	NA	NA
"254920_at"	"At4g11220"	"not assigned.no ontology"	0.6674	0.0247	0.0308	-10.1581859787809	-4.83201475674048	25.0397558268931	3	"35.1"	NA	NA
"254922_at"	"At4g11370"	"protein.degradation.ubiquitin.E3.RING"	0.4008	0.0043	0.0322	-29.247481300824	83.0912951726042	7.90352795018905	4	"29.5.11.4.2"	NA	NA
"254923_at"	"At4g11240"	"protein.postranslational modification"	0.0478	9.999e-05	0.1311	-0.287338875525861	-5.00363778253783	-16.4846388033182	7	"29.4"	NA	NA
"254943_at"	"At4g10890"	"not assigned.unknown"	0.1375	9.999e-05	0.0027	7.65676487983874	-31.5734616047574	7.94014009902766	7	"35.2"	NA	NA
"254951_at"	"At4g10840"	"cell.organisation"	0.0345	3e-04	0.8129	-3.37697501441155	-4.14237903972463	-6.20433799986084	5	"31.1"	NA	NA
"254957_at"	"At4g10970"	"not assigned.unknown"	0.0225	1e-04	0.0451	0.15240670935206	7.25729685745522	36.7035214257541	7	"35.2"	NA	NA
"254964_at"	"At4g11080"	"RNA.regulation of transcription.High mobility group (HMG) family"	0.0375	9.999e-05	0.012	0.0169572912683979	-40.7338495039923	3.96057220126681	7	"27.3.53"	NA	NA
"254969_at"	"At4g10360"	"not assigned.unknown"	0.0067	0.0534	0.2465	-9.04134802652198	-3.20783847668266	-15.7748561710154	4	"35.2"	NA	NA
"254980_at"	"At4g10450"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L9"	0.0286	9.999e-05	0.0177	3.07552618341212	-31.4494131882883	-3.33604083096427	7	"29.2.1.2.2.9"	NA	NA
"254981_at"	"At4g10480"	"protein.synthesis.elongation"	0.155	9.999e-05	0.0073	5.40384375072572	-23.5046409906929	4.38322746453681	7	"29.2.4"	NA	NA
"254982_at"	"At4g10470"	"not assigned.unknown"	0.0172	4e-04	0.8846	-7.77055531930691	-12.0388162179111	-9.17196699087327	4	"35.2"	NA	NA
"254984_s_at"	"At4g10590"	"protein.degradation.ubiquitin"	0.0212	0.0291	0.1009	1.26016812424182	20.4737164591951	4.33020442564162	2	"29.5.11"	NA	NA
"254991_at"	"At4g10620"	"not assigned.unknown"	0.5751	9.999e-05	0.0024	14.0526043523899	-28.7851508534248	13.101104776629	7	"35.2"	NA	NA
"255009_at"	"At4g10070"	"RNA.transcription"	0.5785	0.6896	0.0356	6.82226613141166	17.7589852008457	-14.0612237854752	2	"27.2"	NA	NA
"255010_at"	"At4g10050"	"not assigned.no ontology"	0.4256	2e-04	0.0194	-14.2291374395915	13.968094805328	13.6767282044628	3	"35.1"	NA	NA
"255011_at"	"At4g10040"	"mitochondrial electron transport / ATP synthesis.cytochrome c"	0.0368	9.999e-05	0.3883	2.79677118412671	11.5519212132758	19.7588583293938	4	"9.6"	NA	NA
"255012_at"	"At4g10030"	"not assigned.no ontology"	0.0405	0.0406	0.0284	4.42739569075933	-7.37463214662632	-24.1643384398067	5	"35.1"	NA	NA
"255020_at"	"At4g10320"	"not assigned.unknown"	0.2937	9.999e-05	0.0393	8.22351544204958	-12.6912071923772	-4.24775291503914	7	"35.2"	NA	NA
"255026_at"	"At4g09910"	"not assigned.no ontology"	0.0121	9.999e-05	0.4402	-28.1978184701308	-22.4973219143125	-8.75604786226583	4	"35.1"	NA	NA
"255032_at"	"At4g09500"	"secondary metabolism.flavonoids.anthocyanins"	0.0019	9.999e-05	0.13	-5.28728140332414	-33.5208109410326	-28.1132838088336	7	"16.8.1"	NA	NA
"255033_at"	"At4g09520"	"glycolysis.cytosolic branch.phosphoglycerate mutase"	0.0446	9.999e-05	0.149	-14.8363682955673	4.27386118121245	-19.5775751118902	7	"4.1.13"	NA	NA
"255038_at"	"At4g09510"	"major CHO metabolism.degradation.sucrose.invertases.neutral"	0.0296	9.999e-05	0.1325	0.900997950237145	-23.4528719221214	-10.3624859328735	7	"2.2.1.3.1"	NA	NA
"255039_at"	"At4g09570"	"signalling.calcium"	0.1032	1e-04	0.028	-6.95529152529639	6.36549043312842	28.7111265841129	4	"30.3"	NA	NA
"255047_at"	"At4g09670"	"not assigned.no ontology"	0.0033	9.999e-05	0.7472	-5.12685801710203	-8.7845474018814	-6.45796298142882	4	"35.1"	NA	NA
"255061_at"	"At4g08930"	"redox.thioredoxin"	0.5049	9.999e-05	0.0059	-26.3584396506299	15.7571428571428	5.46608502604124	4	"21.1"	NA	NA
"255068_at"	"At4g08920"	"signalling.light"	0.0379	9.999e-05	0.1757	5.36821895264775	21.1004576260073	1.11460233312561	4	"30.11"	NA	NA
"255070_at"	"At4g09020"	"major CHO metabolism.synthesis.starch.debranching"	0.022	9.999e-05	0.0504	2.29351591544122	-8.70213709805827	-7.55948271654659	4	"2.1.2.4"	NA	NA
"255082_at"	"At4g09160"	"not assigned.unknown"	0.0068	9.999e-05	0.2875	-12.3506523086544	-36.8406198034001	-16.9633561972549	7	"35.2"	NA	NA
"255095_at"	"At4g08500"	"signalling.MAP kinases"	0.0172	4e-04	0.4887	6.53367370469412	23.8076515370531	12.2052110921908	6	"30.6"	NA	NA
"255104_at"	"At4g08685"	"stress.abiotic.unspecified"	0.0195	9.999e-05	0.8555	-16.9989794037794	-10.0922777348323	-13.8724790602771	7	"20.2.99"	NA	NA
"255116_at"	"At4g08850"	"signalling.receptor kinases.leucine rich repeat XII"	0.0016	9.999e-05	0.0955	6.91246735661089	50.7972148042975	71.9055722991795	4	"30.2.12"	NA	NA
"255117_s_at"	"At4g08700"	"transport.nucleotides"	0.0473	0.2605	0.0811	0.338742807721419	-7.39507949835406	-30.5286159738761	4	"34.10"	NA	NA
"255134_at"	"At4g08330"	"not assigned.unknown"	0.8513	9.999e-05	0.0433	-20.1401856309728	19.9305567541755	0.92682575411183	2	"35.2"	NA	NA
"255148_at"	"At4g08470"	"protein.postranslational modification"	0.0041	9.999e-05	0.1909	5.31492024244285	44.730216373736	35.9191429098161	4	"29.4"	NA	NA
"255193_at"	"At4g07400"	"protein.degradation.ubiquitin.E3.SCF.FBOX"	0.0482	0.1006	0.0718	-8.40786122008814	2.52440980976392	-32.5214451431711	1	"29.5.11.4.3.2"	NA	NA
"255194_at"	"At4g07410"	"signalling.G-proteins"	0.8806	9.999e-05	0.0174	15.0409869543812	-14.1559609139724	-0.396468326585909	7	"30.5"	NA	NA
"255230_at"	"At4g05390"	"OPP.electron transfer"	0.0071	9.999e-05	0.2212	13.8211110527848	8.89064165198216	38.6837902000353	7	"7.3"	NA	NA
"255232_at"	"At4g05330"	"RNA.regulation of transcription.C2H2 zinc finger family"	0.0074	0.0166	0.0752	-1.74451932924864	-12.3358526099497	-25.3860812276229	4	"27.3.11"	NA	NA
"255236_at"	"At4g05520"	"signalling.calcium"	0.0252	9.999e-05	0.4345	-7.03400502451505	-27.5533987189411	-14.9444965801777	7	"30.3"	NA	NA
"255243_at"	"At4g05590"	"not assigned.unknown"	0.0022	9.999e-05	0.0149	-8.37705936891868	79.5732618057803	67.2849983983269	4	"35.2"	NA	NA
"255255_at"	"At4g05070"	"not assigned.unknown"	0.0761	9.999e-05	0.013	-12.0237966110948	18.1051369947412	27.0662767888618	4	"35.2"	NA	NA
"255257_at"	"At4g05050"	"protein.degradation.ubiquitin.ubiquitin"	0.9611	9.999e-05	6e-04	-13.8214820071069	-6.23869613677834	23.1706930792479	3	"29.5.11.1"	"29.1"	NA
"255259_at"	"At4g05020"	"mitochondrial electron transport / ATP synthesis.NADH-DH.type II.external"	0.0167	9.999e-05	0.042	-14.9087185281966	87.3113914094534	94.9374736750374	4	"9.2.2"	NA	NA
"255277_at"	"At4g04890"	"RNA.regulation of transcription.HB,Homeobox transcription factor family"	0.0309	9.999e-05	0.7955	-12.6468327147145	-6.00573893116786	-10.1961807280798	7	"27.3.22"	NA	NA
"255278_at"	"At4g04940"	"not assigned.no ontology"	0.3774	9.999e-05	0.0344	4.1274600293624	-30.7031503256417	14.0431405131279	7	"35.1"	NA	NA
"255283_at"	"At4g04620"	"protein.degradation.autophagy"	0.2801	9.999e-05	0.0328	-35.1964394984588	12.2845897209661	3.53865734661307	4	"29.5.2"	NA	NA
"255284_at"	"At4g04610"	"S-assimilation.APR"	0.0111	9.999e-05	0.5605	31.384836774959	14.6653173327609	48.1206883233101	4	"14.2"	NA	NA
"255319_at"	"At4g04220"	"stress.biotic.PR-proteins"	5e-04	9.999e-05	0.246	42.3085935211763	34.1930425352099	100.661011778265	4	"20.1.7"	NA	NA
"255325_at"	"At4g04210"	"protein.degradation"	0.0019	9.999e-05	0.0361	-0.758682962190489	19.4181675018321	17.2323778539051	2	"29.5"	NA	NA
"255329_at"	"At4g04370"	"not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"	0.0128	0.5399	0.667	-14.6921809852267	-26.1915977637011	-14.1055233198156	1	"35.1.5"	NA	NA
"255332_at"	"At4g04340"	"stress.abiotic.drought/salt"	0.0464	9.999e-05	0.6566	-8.47009652352495	-2.74810990886933	-9.96799785057443	4	"20.2.3"	NA	NA
"255338_at"	"At4g04470"	"protein.targeting.peroxisomes"	0.2021	9.999e-05	0.023	-10.9753686156938	-16.5059082983055	13.369391056553	3	"29.3.5"	NA	NA
"255344_s_at"	"At4g04540"	"signalling.receptor kinases.DUF 26"	0.0199	9.999e-05	0.8261	20.9911411114563	40.8322787825867	26.2945423858733	4	"30.2.17"	NA	NA
"255380_at"	"At4g03560"	"transport.calcium"	0.0475	9.999e-05	0.5332	-10.6131055480168	-4.3584150781828	-3.76045250071297	4	"34.21"	NA	NA
"255382_at"	"At4g03430"	"RNA.processing.splicing"	0.3396	9.999e-05	0.0446	12.2714883218196	-15.8818257169258	-6.77427937915743	7	"27.1.1"	NA	NA
