Probe_Set_ID,BINCODE,NAME
255717_at,34.99,transport.misc
255718_at,26.24,misc.GCN5-related N-acetyltransferase
255719_at,35.1,not assigned.no ontology
255720_at,1.3.12,PS.calvin cyle.PRK
255721_at,35.2,not assigned.unknown
255722_at,35.2,not assigned.unknown
255723_at,35.2,not assigned.unknown
255724_at,31.3,cell.cycle
255725_at,30.11,signalling.light
255726_at,34.3,transport.amino acids
255727_at,29.5.4,protein.degradation.aspartate protease
255728_at,34.99,transport.misc
255730_at,16.8.3,secondary metabolism.flavonoids.dihydroflavonols
255731_at,29.4,protein.postranslational modification
255732_at,16.7,secondary metabolism.wax
255733_at,35.2,not assigned.unknown
255734_at,27.3.20,"RNA.regulation of transcription.G2-like transcription factor family, GARP"
255735_at,35.2,not assigned.unknown
255736_at,34.9,transport.metabolite transporters at the mitochondrial membrane
255737_at,35.2,not assigned.unknown
255738_at,35.1,not assigned.no ontology
255739_at,33.99,development.unspecified
255740_at,30.2.20,signalling.receptor kinases.wheat LRK10 like
255741_at,17.4.1,hormone metabolism.cytokinin.synthesis-degradation
255742_at,27.3.3,"RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family"
255743_at,35.1,not assigned.no ontology
255744_at,35.2,not assigned.unknown
255745_at,35.2,not assigned.unknown
255746_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
255747_s_at,31.1,cell.organisation
255748_at,35.2,not assigned.unknown
255749_at,28.1,DNA.synthesis/chromatin structure
255750_at,35.2,not assigned.unknown
255751_at,16.1.5,secondary metabolism.isoprenoids.terpenoids
255752_at,34.99,transport.misc
255754_at,17.2.3,hormone metabolism.auxin.induced-regulated-responsive-activated
255755_s_at,10.6.3,cell wall.degradation.pectate lyases and polygalacturonases
255756_at,10.6.1,"cell wall.degradation.cellulases and beta -1,4-glucanases"
255757_at,30.5,signalling.G-proteins
255758_at,28.1,DNA.synthesis/chromatin structure
255759_at,29.2.1.99.99,protein.synthesis.ribosomal protein.unknown.unknown
255760_at,34.30,transport.H+ transporting pyrophosphatase
255761_at,35.2,not assigned.unknown
255762_at,27.3.54,RNA.regulation of transcription.Histone acetyltransferases
255763_at,35.2,not assigned.unknown
255764_at,35.2,not assigned.unknown
255765_at,29.4.1.59,protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IX
255766_at,35.2,not assigned.unknown
255767_at,29.2.1.1.3.2.20,protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L20
255768_at,27.3.54,RNA.regulation of transcription.Histone acetyltransferases
255769_at,35.1,not assigned.no ontology
255770_at,28.1.1.4,DNA.synthesis/chromatin structure.retrotransposon/transposase.hat-like transposase
255771_at,35.2,not assigned.unknown
255772_at,30.3,signalling.calcium
255774_at,35.2,not assigned.unknown
255775_at,29.5.5,protein.degradation.serine protease
255776_at,29.2.1.2.2.6,protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L6
255777_at,27.4,RNA.RNA binding
255778_at,13.1.5.1.3,amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoserine phosphatase
255779_at,26.4,"misc.beta 1,3 glucan hydrolases"
255780_at,26.2,misc.UDP glucosyl and glucoronyl transferases
255781_at,31.2,cell.division
255782_at,27.3.4,"RNA.regulation of transcription.ARF, Auxin Response Factor family"
255783_at,30.3,signalling.calcium
255784_at,27.3.99,RNA.regulation of transcription.unclassified
255785_at,14.1,S-assimilation.APS
255787_at,16.2,secondary metabolism.phenylpropanoids
255789_at,29.2.1.2.2.23,protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L23
255790_at,35.1,not assigned.no ontology
255791_at,33.99,development.unspecified
255792_at,27.3.67,RNA.regulation of transcription.putative transcription regulator
255793_at,35.2,not assigned.unknown
255795_at,30.3,signalling.calcium
255796_at,27.3.69,RNA.regulation of transcription.SET-domain transcriptional regulator family
255797_at,11.8.4,"lipid metabolism.''exotics'' (steroids, squalene etc).3-beta hydroxysteroid dehydrogenase/isomerase"
255798_at,35.1,not assigned.no ontology
255799_at,33.99,development.unspecified
255800_at,28.99,DNA.unspecified
255801_at,20.2.1,stress.abiotic.heat
255802_s_at,29.5.11.4.2,protein.degradation.ubiquitin.E3.RING
255803_at,31.4,cell.vesicle transport
255804_at,35.1,not assigned.no ontology
255805_at,27.3.7,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family"
255806_at,2.2.1.1,major CHO metabolism.degradation.sucrose.fructokinase
255807_at,20.2.4,stress.abiotic.touch/wounding
255808_at,35.2,not assigned.unknown
255809_at,35.2,not assigned.unknown
255810_at,35.2,not assigned.unknown
255811_at,20.2.1,stress.abiotic.heat
255812_at,34.14,transport.unspecified cations
255813_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
255814_at,24,Biodegradation of Xenobiotics
255815_at,28.1.3,DNA.synthesis/chromatin structure.histone
255816_at,11.6,lipid metabolism.lipid transfer proteins etc
255817_at,30.2.17,signalling.receptor kinases.DUF 26
255818_at,35.2,not assigned.unknown
255819_s_at,29.2.1.2.1.26,protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S26
255820_at,29.4,protein.postranslational modification
255821_at,35.1,not assigned.no ontology
255822_at,10.7,cell wall.modification
255823_at,27.3.37,"RNA.regulation of transcription.AS2,Lateral Organ Boundaries Gene Family"
255824_at,35.2,not assigned.unknown
255825_at,35.2,not assigned.unknown
255826_at,19.7,tetrapyrrole synthesis.uroporphyrinogen decarboxylase
255827_at,35.1,not assigned.no ontology
255828_at,35.2,not assigned.unknown
255829_at,34.15,transport.potassium
255830_at,27.1.1,RNA.processing.splicing
255831_at,27.3.7,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family"
255832_at,35.2,not assigned.unknown
255833_at,35.2,not assigned.unknown
255834_at,27.4,RNA.RNA binding
255835_at,35.2,not assigned.unknown
255836_at,27.1.1,RNA.processing.splicing
255837_at,30.5,signalling.G-proteins
255838_at,35.1.41,not assigned.no ontology.hydroxyproline rich proteins
255839_at,27.3.7,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family"
255840_at,35.2,not assigned.unknown
255841_at,34.3,transport.amino acids
255842_at,29.5.5,protein.degradation.serine protease
255843_at,27.3,RNA.regulation of transcription
255844_at,30.2.21,signalling.receptor kinases.lysine motif
255845_at,16.2,secondary metabolism.phenylpropanoids
255846_at,27.3.44,RNA.regulation of transcription.Chromatin Remodeling Factors
255847_at,21.1,redox.thioredoxin
255848_at,27.3.99,RNA.regulation of transcription.unclassified
255849_at,27.1,RNA.processing
255850_at,29.2.1.1.1.2.28,protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L28
255851_at,35.2,not assigned.unknown
255852_at,11.9.3.3,lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase
255853_at,35.2,not assigned.unknown
255854_at,35.2,not assigned.unknown
255855_at,34.16,transport.ABC transporters and multidrug resistance systems
255856_at,29.4,protein.postranslational modification
255857_at,35.2,not assigned.unknown
255858_at,27.3.11,RNA.regulation of transcription.C2H2 zinc finger family
255859_at,13.1.6.4.1,amino acid metabolism.synthesis.aromatic aa.tyrosine.arogenate dehydrogenase & prephenate dehydrogenase
255860_at,35.1,not assigned.no ontology
255861_at,29.3.4.3,protein.targeting.secretory pathway.vacuole
255862_at,33.99,development.unspecified
255863_s_at,26.28,misc.GDSL-motif lipase
255864_at,29.1,protein.aa activation
255865_at,26.24,misc.GCN5-related N-acetyltransferase
255866_at,35.2,not assigned.unknown
255867_at,35.2,not assigned.unknown
255868_at,27.3.25,RNA.regulation of transcription.MYB domain transcription factor family
255869_at,35.2,not assigned.unknown
255870_at,35.2,not assigned.unknown
255871_at,27.1.1,RNA.processing.splicing
255872_at,29.4,protein.postranslational modification
255873_at,27.3.37,"RNA.regulation of transcription.AS2,Lateral Organ Boundaries Gene Family"
255874_at,35.2,not assigned.unknown
255875_s_at,29.4,protein.postranslational modification
255876_at,35.2,not assigned.unknown
255877_at,34.13,transport.peptides and oligopeptides
255878_at,27.3.35,RNA.regulation of transcription.bZIP transcription factor family
255879_at,30.2.20,signalling.receptor kinases.wheat LRK10 like
255880_at,35.2,not assigned.unknown
255881_at,10.1.20,cell wall.precursor synthesis.phosphomannose isomerase
255882_x_at,27.3.99,RNA.regulation of transcription.unclassified
255883_at,26.7,"misc.oxidases - copper, flavone etc."
255884_at,35.2,not assigned.unknown
255885_at,17.3.1.2.2,hormone metabolism.brassinosteroid.synthesis-degradation.sterols.SMT2
255886_at,1.1.5.1,PS.lightreaction.other electron carrier (ox/red).plastocyanin
255887_at,29.1.30,protein.aa activation.pseudouridylate synthase
255888_at,35.1.5,not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
255889_at,34.16,transport.ABC transporters and multidrug resistance systems
255890_at,35.2,not assigned.unknown
255891_at,29.5.7,protein.degradation.metalloprotease
255892_at,30.2.25,signalling.receptor kinases.wall associated kinase
255893_at,29.1.3,protein.aa activation.threonine-tRNA ligase
255894_at,27.1,RNA.processing
255895_at,17.7.1.5,hormone metabolism.jasmonate.synthesis-degradation.12-Oxo-PDA-reductase
255896_at,26.19,misc.plastocyanin-like
255897_at,35.2,not assigned.unknown
255898_at,35.2,not assigned.unknown
255899_at,29.5.11.4.2,protein.degradation.ubiquitin.E3.RING
255900_at,35.2,not assigned.unknown
255901_at,10.1.8,cell wall.precursor synthesis.GER
255902_at,27.3.50,RNA.regulation of transcription.General Transcription
255903_at,27.3.25,RNA.regulation of transcription.MYB domain transcription factor family
255904_at,20.1.7.6.1,stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor
255905_at,34.19.2,transport.Major Intrinsic Proteins.TIP
255906_at,27.3.52,RNA.regulation of transcription.Global transcription factor group
255907_at,27.3.22,"RNA.regulation of transcription.HB,Homeobox transcription factor family"
255908_s_at,35.2,not assigned.unknown
255909_at,31.2,cell.division
255910_at,29.4,protein.postranslational modification
255911_at,30.2.20,signalling.receptor kinases.wheat LRK10 like
255912_at,16.1.5,secondary metabolism.isoprenoids.terpenoids
255913_at,11.9.3.3,lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase
255914_at,35.2,not assigned.unknown
255915_at,29.4,protein.postranslational modification
255916_at,35.2,not assigned.unknown
255917_at,35.2,not assigned.unknown
255918_at,27.3.83,RNA.regulation of transcription.GRF zinc finger family
255919_at,35.2,not assigned.unknown
255920_at,35.1,not assigned.no ontology
255921_at,35.1.12,not assigned.no ontology.pumilio/Puf RNA-binding domain-containing protein
255922_at,3.2.2,minor CHO metabolism.trehalose.TPP
255923_at,34.99,transport.misc
255924_at,4.2.13,glycolysis.plastid branch.phosphoglycerate mutase
255925_at,35.2,not assigned.unknown
255926_at,27.3.3,"RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family"
255927_at,27.3.3,"RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family"
255928_at,35.1,not assigned.no ontology
255929_at,35.1,not assigned.no ontology
255930_at,35.2,not assigned.unknown
255931_at,31.1,cell.organisation
255932_at,28.99,DNA.unspecified
255933_at,29.5.5,protein.degradation.serine protease
255934_at,26.10,misc.cytochrome P450
255935_at,28.1,DNA.synthesis/chromatin structure
255936_at,29.4,protein.postranslational modification
255937_at,27.3.3,"RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family"
255938_at,35.1.5,not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
255939_at,31.2,cell.division
255940_at,29.5,protein.degradation
255941_at,29.3.2,protein.targeting.mitochondria
255942_at,26.2,misc.UDP glucosyl and glucoronyl transferases
255943_at,26.2,misc.UDP glucosyl and glucoronyl transferases
255944_at,35.2,not assigned.unknown
255945_at,35.2,not assigned.unknown
255946_at,25.1,C1-metabolism.glycine hydroxymethyltransferase
255947_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
255948_at,35.2,not assigned.unknown
255949_at,35.2,not assigned.unknown
255950_at,29.2.1.2.2.30,protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L30
255951_at,29.5.11,protein.degradation.ubiquitin
255952_at,27.3.24,RNA.regulation of transcription.MADS box transcription factor family
255953_at,27.3.35,RNA.regulation of transcription.bZIP transcription factor family
255954_at,33.99,development.unspecified
255955_at,35.2,not assigned.unknown
255956_at,26.2,misc.UDP glucosyl and glucoronyl transferases
255957_at,33.99,development.unspecified
255958_at,34.6,transport.sulphate
255959_at,30.4.1,signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase
255960_at,35.2,not assigned.unknown
255961_at,26.2,misc.UDP glucosyl and glucoronyl transferases
255962_at,27.4,RNA.RNA binding
255963_at,27.3.59,RNA.regulation of transcription.Methyl binding domain proteins
255965_at,30.7,signalling.14-3-3 proteins
255966_at,30.7,signalling.14-3-3 proteins
255967_at,29.4,protein.postranslational modification
255968_at,35.2,not assigned.unknown
255969_at,27.4,RNA.RNA binding
255970_s_at,35.2,not assigned.unknown
255971_at,28.1.1.3,DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon
255972_at,28.1.1.3,DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon
255973_at,35.1.20,not assigned.no ontology.formin homology 2 domain-containing protein
255974_at,35.2,not assigned.unknown
255975_at,35.2,not assigned.unknown
255976_at,35.2,not assigned.unknown
255977_at,29.2.1.2.1.18,protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S18
255978_at,35.2,not assigned.unknown
255979_at,35.1,not assigned.no ontology
255980_at,20.1,stress.biotic
255981_at,35.1,not assigned.no ontology
255982_at,1.1.2.1,PS.lightreaction.photosystem I.LHC-I
255983_at,26.8,"misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"
255984_at,3.4.1,minor CHO metabolism.myo-inositol.poly-phosphatases
255985_at,29.1.30,protein.aa activation.pseudouridylate synthase
255986_x_at,35.2,not assigned.unknown
255987_s_at,35.2,not assigned.unknown
255988_at,35.2,not assigned.unknown
255989_at,35.2,not assigned.unknown
255990_at,29.1.14,protein.aa activation.glycine-tRNA ligase
255991_at,35.2,not assigned.unknown
255992_at,35.2,not assigned.unknown
255993_at,35.1,not assigned.no ontology
255994_at,35.2,not assigned.unknown
255995_at,30.2.8.2,signalling.receptor kinases.leucine rich repeat VIII-2
255996_s_at,30.2.8.2,signalling.receptor kinases.leucine rich repeat VIII-2
255997_s_at,1.1.1.1,PS.lightreaction.photosystem II.LHC-II
255998_at,35.1,not assigned.no ontology
255999_at,27.3.32,RNA.regulation of transcription.WRKY domain transcription factor family
256000_at,29.1.14,protein.aa activation.glycine-tRNA ligase
256001_at,35.1,not assigned.no ontology
256002_at,23.1.1.1,nucleotide metabolism.synthesis.pyrimidine.carbamoyl phosphate synthetase
256003_at,35.1,not assigned.no ontology
256004_at,28.1,DNA.synthesis/chromatin structure
256005_at,28.1.1.1,DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon
256006_at,35.2,not assigned.unknown
256007_at,34.9,transport.metabolite transporters at the mitochondrial membrane
256008_s_at,16.5.99.1,secondary metabolism.sulfur-containing.misc.alliinase
256009_at,27.3.3,"RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family"
256010_at,27.3.4,"RNA.regulation of transcription.ARF, Auxin Response Factor family"
256011_at,20.1.1,stress.biotic.respiratory burst
256012_at,26.7,"misc.oxidases - copper, flavone etc."
256013_at,29.5.11,protein.degradation.ubiquitin
256014_at,33.99,development.unspecified
256015_at,1.1.2.1,PS.lightreaction.photosystem I.LHC-I
256016_at,35.2,not assigned.unknown
256017_at,35.2,not assigned.unknown
256018_at,19.21,tetrapyrrole synthesis.heme oxygenase
256019_at,35.2,not assigned.unknown
256020_at,19.2,tetrapyrrole synthesis.glu-tRNA reductase
256021_at,35.1,not assigned.no ontology
256022_at,34.3,transport.amino acids
256023_at,27.3.99,RNA.regulation of transcription.unclassified
256024_at,34.99,transport.misc
256025_at,10.6.2,cell wall.degradation.mannan-xylose-arabinose-fucose
256026_at,27.3.4,"RNA.regulation of transcription.ARF, Auxin Response Factor family"
256027_at,35.1.5,not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
256028_at,27.1,RNA.processing
256029_at,20.2.3,stress.abiotic.drought/salt
256030_at,30.2.11,signalling.receptor kinases.leucine rich repeat XI
256031_at,11.3.2,lipid metabolism.Phospholipid synthesis.choline kinase
256032_at,28.1.1.3,DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon
256033_at,26.2,misc.UDP glucosyl and glucoronyl transferases
256034_at,35.1,not assigned.no ontology
256035_at,30.5,signalling.G-proteins
256036_at,4.1.7,"glycolysis.cytosolic branch.fructose-2,6-bisphosphatase (Fru2,6BisPase)"
256037_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
256038_at,10.6.3,cell wall.degradation.pectate lyases and polygalacturonases
256039_at,35.1,not assigned.no ontology
256040_at,31.2,cell.division
256041_at,35.1,not assigned.no ontology
256042_at,35.2,not assigned.unknown
256043_at,29.2.1.1.3.1.18,protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S18
256044_at,29.4,protein.postranslational modification
256045_at,30.6,signalling.MAP kinases
256046_at,35.2,not assigned.unknown
256047_at,35.2,not assigned.unknown
256048_at,34.9,transport.metabolite transporters at the mitochondrial membrane
256049_at,26.27,misc.calcineurin-like phosphoesterase family protein
256050_at,27.3.99,RNA.regulation of transcription.unclassified
256051_at,34.12,transport.metal
256052_at,27.1.1,RNA.processing.splicing
256053_at,26.2,misc.UDP glucosyl and glucoronyl transferases
256054_at,35.2,not assigned.unknown
256055_at,34.9,transport.metabolite transporters at the mitochondrial membrane
256056_at,35.2,not assigned.unknown
256057_at,9.2.1,mitochondrial electron transport / ATP synthesis.NADH-DH.type II.internal matrix
256058_at,26.2,misc.UDP glucosyl and glucoronyl transferases
256059_at,26.28,misc.GDSL-motif lipase
256060_at,33.99,development.unspecified
256061_at,35.2,not assigned.unknown
256062_at,35.2,not assigned.unknown
256063_at,27.3.99,RNA.regulation of transcription.unclassified
256064_at,35.2,not assigned.unknown
256065_at,29.2.1.2.2.535,protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L35A
256066_at,35.2,not assigned.unknown
256067_at,35.2,not assigned.unknown
256068_at,29.6,protein.folding
256069_at,35.2,not assigned.unknown
256070_at,29.3.1,protein.targeting.nucleus
256071_at,29.5.11,protein.degradation.ubiquitin
256072_at,33.99,development.unspecified
256073_at,33.99,development.unspecified
256074_at,35.1,not assigned.no ontology
256075_at,29.4,protein.postranslational modification
256076_at,35.2,not assigned.unknown
256077_at,28.99,DNA.unspecified
256078_at,27.3.42,RNA.regulation of transcription.Bromodomain proteins
256079_at,35.2,not assigned.unknown
256080_at,35.2,not assigned.unknown
256081_at,27.3.22,"RNA.regulation of transcription.HB,Homeobox transcription factor family"
256082_at,28.1,DNA.synthesis/chromatin structure
256083_at,27.3.22,"RNA.regulation of transcription.HB,Homeobox transcription factor family"
256084_at,28.1,DNA.synthesis/chromatin structure
256085_at,30.3,signalling.calcium
256086_at,35.2,not assigned.unknown
256087_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
256088_at,29.6,protein.folding
256089_at,35.2,not assigned.unknown
256090_at,35.2,not assigned.unknown
256091_at,27.3.62,RNA.regulation of transcription.Nucleosome/chromatin assembly factor group
256092_at,27.3.62,RNA.regulation of transcription.Nucleosome/chromatin assembly factor group
256093_at,29.5.11.4.2,protein.degradation.ubiquitin.E3.RING
256094_at,20.1,stress.biotic
256095_at,35.1.5,not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
256096_at,35.2,not assigned.unknown
256097_at,35.2,not assigned.unknown
256098_at,7.1.2,OPP.oxidative PP.6-phosphogluconolactonase
256099_at,26.10,misc.cytochrome P450
256100_at,26.13,misc.acid and other phosphatases
256101_at,35.2,not assigned.unknown
256102_at,11.9.3.5,lipid metabolism.lipid degradation.lysophospholipases.phosphoinositide phospholipase C
256103_at,35.2,not assigned.unknown
256104_at,3.2.1,minor CHO metabolism.trehalose.TPS
256105_at,35.2,not assigned.unknown
256106_at,29.2.1.1.2.1.29,protein.synthesis.ribosomal protein.prokaryotic.mitochondrion.30S subunit.S29
256107_at,35.1.5,not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
256108_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
256109_at,35.2,not assigned.unknown
256110_at,29.4,protein.postranslational modification
256111_at,34.1,transport.p- and v-ATPases
256112_at,30.5,signalling.G-proteins
256113_at,35.2,not assigned.unknown
256114_at,35.2,not assigned.unknown
256115_at,35.1,not assigned.no ontology
256117_at,35.2,not assigned.unknown
256118_at,28.2,DNA.repair
256119_at,30.5,signalling.G-proteins
256120_at,29.1.3,protein.aa activation.threonine-tRNA ligase
256121_at,30.6,signalling.MAP kinases
256122_at,35.2,not assigned.unknown
256123_at,31.4,cell.vesicle transport
256124_at,35.2,not assigned.unknown
256125_at,20.1,stress.biotic
256126_at,27.1,RNA.processing
256127_at,35.2,not assigned.unknown
256128_at,16.10,secondary metabolism.simple phenols
256129_at,30.3,signalling.calcium
256130_at,29.6,protein.folding
256131_at,27.3.35,RNA.regulation of transcription.bZIP transcription factor family
256132_at,35.2,not assigned.unknown
256133_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
256134_at,26.1,misc.misc2
256135_at,35.2,not assigned.unknown
256137_at,17.2.3,hormone metabolism.auxin.induced-regulated-responsive-activated
256138_at,17.2.3,hormone metabolism.auxin.induced-regulated-responsive-activated
256139_at,17.2.3,hormone metabolism.auxin.induced-regulated-responsive-activated
256140_at,28.99,DNA.unspecified
256141_at,34.3,transport.amino acids
256142_at,35.1,not assigned.no ontology
256143_at,29.2.1.2.1.7,protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S7
256144_at,30.5,signalling.G-proteins
256145_at,26.21,misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
256146_at,31.4,cell.vesicle transport
256147_at,30.11,signalling.light
256148_at,35.1,not assigned.no ontology
256149_at,27.3.11,RNA.regulation of transcription.C2H2 zinc finger family
256150_at,3.5,minor CHO metabolism.others
256151_at,28.99,DNA.unspecified
256152_at,17.5.3,hormone metabolism.ethylene.induced-regulated-responsive-activated
256153_at,29.5.11.1,protein.degradation.ubiquitin.ubiquitin
256154_at,35.2,not assigned.unknown
256155_at,27.3.25,RNA.regulation of transcription.MYB domain transcription factor family
256156_at,30.4.4,signalling.phosphinositides.phosphoinositide phospholipase C
256157_at,11.8.1,"lipid metabolism.''exotics'' (steroids, squalene etc).sphingolipids"
256158_at,33.99,development.unspecified
256159_at,35.2,not assigned.unknown
256160_at,8.1.1.1,TCA / org. transformation.TCA.pyruvate DH.E1
256161_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
256162_at,35.1.26,not assigned.no ontology.DC1 domain containing protein
256163_at,16.1.5,secondary metabolism.isoprenoids.terpenoids
256164_at,16.1.5,secondary metabolism.isoprenoids.terpenoids
256165_at,35.2,not assigned.unknown
256166_at,35.2,not assigned.unknown
256167_at,28.1,DNA.synthesis/chromatin structure
256168_at,30.2.99,signalling.receptor kinases.misc
256169_at,30.2.99,signalling.receptor kinases.misc
256172_at,35.2,not assigned.unknown
256173_at,35.1,not assigned.no ontology
256174_at,12.3.1,N-metabolism.N-degradation.glutamate dehydrogenase
256175_at,35.2,not assigned.unknown
256176_at,31.4,cell.vesicle transport
256177_at,30.2.1,signalling.receptor kinases.leucine rich repeat I
256178_s_at,17.2.1,hormone metabolism.auxin.synthesis-degradation
256179_at,29.5.11.5,protein.degradation.ubiquitin.ubiquitin protease
256180_at,30.2.99,signalling.receptor kinases.misc
256181_at,30.2.99,signalling.receptor kinases.misc
256182_at,31.4,cell.vesicle transport
256183_at,30.6,signalling.MAP kinases
256184_at,9.9,mitochondrial electron transport / ATP synthesis.F1-ATPase
256185_at,27.3.8,RNA.regulation of transcription.C2C2(Zn) DOF zinc finger family
256186_at,16.2.1.3,secondary metabolism.phenylpropanoids.lignin biosynthesis.4CL
256187_at,29.4,protein.postranslational modification
256188_at,35.2,not assigned.unknown
256189_at,35.2,not assigned.unknown
256190_at,17.1.1.1.10,hormone metabolism.abscisic acid.synthesis-degradation.synthesis.9-cis-epoxycarotenoid dioxygenase
256191_at,35.2,not assigned.unknown
256192_at,30.4.3,signalling.phosphinositides.bis(5''-nucleosyl)-tetraphosphatase
256193_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
256194_at,35.2,not assigned.unknown
256195_at,35.2,not assigned.unknown
256196_at,35.2,not assigned.unknown
256197_at,28.1.1.5,DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase
256198_at,27.3.25,RNA.regulation of transcription.MYB domain transcription factor family
256199_at,33.99,development.unspecified
256200_at,29.4,protein.postranslational modification
256201_at,35.1,not assigned.no ontology
256203_at,35.2,not assigned.unknown
256204_at,28.1,DNA.synthesis/chromatin structure
256205_at,35.2,not assigned.unknown
256206_at,35.2,not assigned.unknown
256207_at,30.5,signalling.G-proteins
256208_at,35.2,not assigned.unknown
256209_at,9.3,mitochondrial electron transport / ATP synthesis.electron transfer flavoprotein
256210_at,21.1,redox.thioredoxin
256211_at,17.6.1.13,hormone metabolism.gibberelin.synthesis-degradation.GA2 oxidase
256212_at,35.1,not assigned.no ontology
256213_at,29.4,protein.postranslational modification
256214_x_at,35.2,not assigned.unknown
256215_at,35.2,not assigned.unknown
256216_at,30.3,signalling.calcium
256217_at,35.2,not assigned.unknown
256218_at,35.2,not assigned.unknown
256219_at,35.2,not assigned.unknown
256220_at,35.2,not assigned.unknown
256221_at,20.2.1,stress.abiotic.heat
256222_at,15.2,"metal handling.binding, chelation and storage"
256223_at,33.99,development.unspecified
256224_at,30.5,signalling.G-proteins
256225_at,33.99,development.unspecified
256226_at,20.2.3,stress.abiotic.drought/salt
256227_at,35.1,not assigned.no ontology
256228_at,1.3.3,PS.calvin cyle.phosphoglycerate kinase
256229_at,31.2.5,cell.division.plastid
256230_at,29.6,protein.folding
256231_at,27.3.99,RNA.regulation of transcription.unclassified
256232_at,35.2,not assigned.unknown
256233_at,31.1,cell.organisation
256234_at,29.2.1.1.3.2.10,protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L10
256235_at,29.5.3,protein.degradation.cysteine protease
256236_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
256237_at,28.2,DNA.repair
256238_at,35.2,not assigned.unknown
256239_at,35.2,not assigned.unknown
256240_at,23.3.3,nucleotide metabolism.salvage.NUDIX hydrolases
256241_at,29.2.4,protein.synthesis.elongation
256242_at,31.1,cell.organisation
256243_at,20.1,stress.biotic
256244_at,34.6,transport.sulphate
256245_at,20.2.1,stress.abiotic.heat
256246_at,16.4.2.1,secondary metabolism.N misc.betaine.betaine-aldehyde dehydrogenase
256247_at,27.3.24,RNA.regulation of transcription.MADS box transcription factor family
256248_at,35.1,not assigned.no ontology
256249_at,29.5.11.20,protein.degradation.ubiquitin.proteasom
256250_at,34.8,transport.metabolite transporters at the envelope membrane
256251_at,35.1,not assigned.no ontology
256252_at,26.2,misc.UDP glucosyl and glucoronyl transferases
256253_at,29.2.1.2.2.80,protein.synthesis.ribosomal protein.eukaryotic.60S subunit.P0
256254_at,35.2,not assigned.unknown
256255_at,27.3.26,RNA.regulation of transcription.MYB-related transcription factor family
256256_at,35.1,not assigned.no ontology
